subject condition group cat trial_type trial block resp corr_resp hit RT fileinfo schedule cat_diff studied
59 BI active 1 training 38 1 kipe kipe 1 1247 Fb1_1321.png blocked same_cat NA 
59 BI active 1 training 39 1 kipe kipe 1 758 Fb1_1312.png blocked same_cat NA 
59 BI active 1 training 40 1 kipe beme 0 573 Fb1_1122.png blocked diff_cat NA 
59 BI active 1 training 41 1 beme beme 1 574 Fb1_1113.png blocked same_cat NA 
59 BI active 1 training 42 1 beme beme 1 989 Fb1_1122.png blocked same_cat NA 
59 BI active 1 training 43 1 kipe kipe 1 1588 Fb1_1313.png blocked diff_cat NA 
59 BI active 1 training 44 1 zade zade 1 1663 Fb1_1213.png blocked diff_cat NA 
59 BI active 1 training 45 1 zade zade 1 1049 Fb1_1211.png blocked same_cat NA 
59 BI active 1 training 46 1 zade zade 1 830 Fb1_1222.png blocked same_cat NA 
59 BI active 1 training 47 1 zade zade 1 1137 Fb1_1211.png blocked same_cat NA 
59 BI active 1 training 48 2 beme beme 1 717 Fb1_1122.png blocked NA NA 
59 BI active 1 training 49 2 beme beme 1 871 Fb1_1113.png blocked same_cat NA 
59 BI active 1 training 50 2 beme beme 1 1929 Fb1_1111.png blocked same_cat NA 
59 BI active 1 training 51 2 beme beme 1 592 Fb1_1112.png blocked same_cat NA 
59 BI active 1 training 52 2 beme beme 1 890 Fb1_1121.png blocked same_cat NA 
59 BI active 1 training 53 2 beme beme 1 658 Fb1_1111.png blocked same_cat NA 
59 BI active 1 training 54 2 zade zade 1 509 Fb1_1213.png blocked diff_cat NA 
59 BI active 1 training 55 2 zade zade 1 521 Fb1_1221.png blocked same_cat NA 
59 BI active 1 training 56 2 zade zade 1 899 Fb1_1213.png blocked same_cat NA 
59 BI active 1 training 57 2 zade zade 1 878 Fb1_1212.png blocked same_cat NA 
59 BI active 1 training 58 2 zade zade 1 921 Fb1_1221.png blocked same_cat NA 
59 BI active 1 training 59 2 zade zade 1 818 Fb1_1212.png blocked same_cat NA 
59 BI active 1 training 60 2 kipe kipe 1 1311 Fb1_1313.png blocked diff_cat NA 
59 BI active 1 training 61 2 kipe kipe 1 919 Fb1_1311.png blocked same_cat NA 
59 BI active 1 training 62 2 kipe kipe 1 837 Fb1_1321.png blocked same_cat NA 
59 BI active 1 training 63 2 kipe kipe 1 1163 Fb1_1312.png blocked same_cat NA 
59 BI active 1 training 64 2 beme beme 1 1001 Fb1_1122.png blocked diff_cat NA 
59 BI active 1 training 65 2 beme beme 1 675 Fb1_1113.png blocked same_cat NA 
59 BI active 1 training 66 2 beme beme 1 818 Fb1_1122.png blocked same_cat NA 
59 BI active 1 training 67 2 kipe kipe 1 660 Fb1_1313.png blocked diff_cat NA 
59 BI active 1 training 68 2 zade zade 1 463 Fb1_1213.png blocked diff_cat NA 
59 BI active 1 training 69 2 zade zade 1 910 Fb1_1211.png blocked same_cat NA 
59 BI active 1 training 70 2 zade zade 1 890 Fb1_1222.png blocked same_cat NA 
59 BI active 1 training 71 2 zade zade 1 898 Fb1_1211.png blocked same_cat NA 
59 BI active 1 training 72 3 beme beme 1 755 Fb1_1122.png blocked NA NA 
59 BI active 1 training 73 3 beme beme 1 944 Fb1_1113.png blocked same_cat NA 
59 BI active 1 training 74 3 beme beme 1 707 Fb1_1111.png blocked same_cat NA 
59 BI active 1 training 75 3 beme beme 1 704 Fb1_1112.png blocked same_cat NA 
59 BI active 1 training 76 3 beme beme 1 562 Fb1_1121.png blocked same_cat NA 
59 BI active 1 training 77 3 beme beme 1 728 Fb1_1111.png blocked same_cat NA 
59 BI active 1 training 78 3 zade zade 1 901 Fb1_1213.png blocked diff_cat NA 
59 BI active 1 training 79 3 beme zade 0 608 Fb1_1221.png blocked same_cat NA 
59 BI active 1 training 80 3 zade zade 1 942 Fb1_1213.png blocked same_cat NA 
59 BI active 1 training 81 3 zade zade 1 963 Fb1_1212.png blocked same_cat NA 
59 BI active 1 training 82 3 zade zade 1 596 Fb1_1221.png blocked same_cat NA 
59 BI active 1 training 83 3 zade zade 1 932 Fb1_1212.png blocked same_cat NA 
59 BI active 1 training 84 3 kipe kipe 1 1168 Fb1_1313.png blocked diff_cat NA 
59 BI active 1 training 85 3 kipe kipe 1 1431 Fb1_1311.png blocked same_cat NA 
59 BI active 1 training 86 3 kipe kipe 1 817 Fb1_1321.png blocked same_cat NA 
59 BI active 1 training 87 3 kipe kipe 1 654 Fb1_1312.png blocked same_cat NA 
59 BI active 1 training 88 3 kipe beme 0 901 Fb1_1122.png blocked diff_cat NA 
59 BI active 1 training 89 3 beme beme 1 704 Fb1_1113.png blocked same_cat NA 
59 BI active 1 training 90 3 beme beme 1 1155 Fb1_1122.png blocked same_cat NA 
59 BI active 1 training 91 3 kipe kipe 1 500 Fb1_1313.png blocked diff_cat NA 
59 BI active 1 training 92 3 zade zade 1 777 Fb1_1213.png blocked diff_cat NA 
59 BI active 1 training 93 3 zade zade 1 1228 Fb1_1211.png blocked same_cat NA 
59 BI active 1 training 94 3 zade zade 1 815 Fb1_1222.png blocked same_cat NA 
59 BI active 1 training 95 3 zade zade 1 949 Fb1_1211.png blocked same_cat NA 
59 BI active 1 test 0 0 kipe kipe 1 1257 Fb1_1321.png blocked NA studied 
59 BI active 1 test 1 0 beme beme 1 656 Fb1_2121.png blocked diff_cat novel 
59 BI active 1 test 2 0 zade zade 1 1167 Fb1_1213.png blocked diff_cat studied 
59 BI active 1 test 3 0 beme beme 1 1155 Fb1_2112.png blocked diff_cat novel 
59 BI active 1 test 4 0 kipe kipe 1 1070 Fb1_2312.png blocked diff_cat novel 
59 BI active 1 test 5 0 beme beme 1 1123 Fb1_1122.png blocked diff_cat studied 
59 BI active 1 test 6 0 kipe kipe 1 940 Fb1_1323.png blocked diff_cat novel 
59 BI active 1 test 7 0 kipe zade 0 480 Fb1_1222.png blocked diff_cat studied 
59 BI active 1 test 8 0 kipe kipe 1 929 Fb1_1322.png blocked diff_cat studied 
59 BI active 1 test 9 0 kipe kipe 1 973 Fb1_2323.png blocked same_cat novel 
59 BI active 1 test 10 0 kipe kipe 1 921 Fb1_1312.png blocked same_cat studied 
59 BI active 1 test 11 0 kipe kipe 1 938 Fb1_2321.png blocked same_cat novel 
59 BI active 1 test 12 0 kipe kipe 1 1096 Fb1_1313.png blocked same_cat studied 
59 BI active 1 test 13 0 beme beme 1 1258 Fb1_1113.png blocked diff_cat studied 
59 BI active 1 test 14 0 zade zade 1 995 Fb1_1223.png blocked diff_cat novel 
59 BI active 1 test 15 0 zade zade 1 785 Fb1_1221.png blocked same_cat studied 
59 BI active 1 test 16 0 beme beme 1 840 Fb1_2113.png blocked diff_cat novel 
59 BI active 1 test 17 0 beme beme 1 727 Fb1_2122.png blocked same_cat novel 
59 BI active 1 test 18 0 zade zade 1 1052 Fb1_2212.png blocked diff_cat novel 
59 BI active 1 test 19 0 zade zade 1 1096 Fb1_2222.png blocked same_cat novel 
59 BI active 1 test 20 0 beme beme 1 918 Fb1_2123.png blocked diff_cat novel 
59 BI active 1 test 21 0 zade zade 1 1003 Fb1_2211.png blocked diff_cat novel 
59 BI active 1 test 22 0 beme beme 1 973 Fb1_2111.png blocked diff_cat novel 
59 BI active 1 test 23 0 beme beme 1 847 Fb1_1112.png blocked same_cat studied 
59 BI active 1 test 24 0 beme beme 1 758 Fb1_1123.png blocked same_cat novel 
59 BI active 1 test 25 0 kipe kipe 1 931 Fb1_2311.png blocked diff_cat novel 
59 BI active 1 test 26 0 kipe kipe 1 572 Fb1_2313.png blocked same_cat novel 
59 BI active 1 test 27 0 beme beme 1 840 Fb1_1111.png blocked diff_cat studied 
59 BI active 1 test 28 0 zade zade 1 552 Fb1_2213.png blocked diff_cat novel 
59 BI active 1 test 29 0 zade zade 1 553 Fb1_1212.png blocked same_cat studied 
59 BI active 1 test 30 0 kipe kipe 1 759 Fb1_2322.png blocked diff_cat novel 
59 BI active 1 test 31 0 zade zade 1 960 Fb1_1211.png blocked diff_cat studied 
59 BI active 1 test 32 0 zade zade 1 763 Fb1_2223.png blocked same_cat novel 
59 BI active 1 test 33 0 zade zade 1 579 Fb1_2221.png blocked same_cat novel 
59 BI active 1 test 34 0 beme beme 1 422 Fb1_1121.png blocked diff_cat studied 
59 BI active 1 test 35 0 kipe kipe 1 953 Fb1_1311.png blocked diff_cat studied 
59 BI active 1 training 0 0 tyfe vune 0 685 Fc1_1213.png interleaved NA NA 
59 BI active 1 training 1 0 coge vune 0 1162 Fc1_1213.png interleaved same_cat NA 
59 BI active 1 training 2 0 coge vune 0 535 Fc1_1212.png interleaved same_cat NA 
59 BI active 1 training 3 0 vune tyfe 0 592 Fc1_1312.png interleaved diff_cat NA 
59 BI active 1 training 4 0 vune coge 0 982 Fc1_1113.png interleaved diff_cat NA 
59 BI active 1 training 5 0 coge vune 0 585 Fc1_1212.png interleaved diff_cat NA 
59 BI active 1 training 6 0 coge tyfe 0 604 Fc1_1312.png interleaved diff_cat NA 
59 BI active 1 training 7 0 coge vune 0 642 Fc1_1222.png interleaved diff_cat NA 
59 BI active 1 training 8 0 coge coge 1 877 Fc1_1122.png interleaved diff_cat NA 
59 BI active 1 training 9 0 coge tyfe 0 890 Fc1_1322.png interleaved diff_cat NA 
59 BI active 1 training 10 0 tyfe tyfe 1 895 Fc1_1313.png interleaved same_cat NA 
59 BI active 1 training 11 0 coge coge 1 1002 Fc1_1122.png interleaved diff_cat NA 
59 BI active 1 training 12 0 coge coge 1 571 Fc1_1111.png interleaved same_cat NA 
59 BI active 1 training 13 0 vune vune 1 839 Fc1_1212.png interleaved diff_cat NA 
59 BI active 1 training 14 0 coge coge 1 859 Fc1_1112.png interleaved diff_cat NA 
59 BI active 1 training 15 0 vune vune 1 480 Fc1_1221.png interleaved diff_cat NA 
59 BI active 1 training 16 0 tyfe tyfe 1 739 Fc1_1322.png interleaved diff_cat NA 
59 BI active 1 training 17 0 vune vune 1 1024 Fc1_1211.png interleaved diff_cat NA 
59 BI active 1 training 18 0 tyfe coge 0 738 Fc1_1111.png interleaved diff_cat NA 
59 BI active 1 training 19 0 tyfe tyfe 1 635 Fc1_1313.png interleaved diff_cat NA 
59 BI active 1 training 20 0 coge coge 1 667 Fc1_1112.png interleaved diff_cat NA 
59 BI active 1 training 21 0 vune vune 1 888 Fc1_1222.png interleaved diff_cat NA 
59 BI active 1 training 22 0 tyfe tyfe 1 959 Fc1_1311.png interleaved diff_cat NA 
59 BI active 1 training 23 0 tyfe tyfe 1 1420 Fc1_1313.png interleaved same_cat NA 
59 BI active 1 training 24 1 vune vune 1 767 Fc1_1213.png interleaved NA NA 
59 BI active 1 training 25 1 vune vune 1 911 Fc1_1213.png interleaved same_cat NA 
59 BI active 1 training 26 1 vune vune 1 962 Fc1_1212.png interleaved same_cat NA 
59 BI active 1 training 27 1 tyfe tyfe 1 1072 Fc1_1312.png interleaved diff_cat NA 
59 BI active 1 training 28 1 coge coge 1 674 Fc1_1113.png interleaved diff_cat NA 
59 BI active 1 training 29 1 vune vune 1 1015 Fc1_1212.png interleaved diff_cat NA 
59 BI active 1 training 30 1 tyfe tyfe 1 717 Fc1_1312.png interleaved diff_cat NA 
59 BI active 1 training 31 1 vune vune 1 500 Fc1_1222.png interleaved diff_cat NA 
59 BI active 1 training 32 1 coge coge 1 676 Fc1_1122.png interleaved diff_cat NA 
59 BI active 1 training 33 1 tyfe tyfe 1 501 Fc1_1322.png interleaved diff_cat NA 
59 BI active 1 training 34 1 tyfe tyfe 1 707 Fc1_1313.png interleaved same_cat NA 
59 BI active 1 training 35 1 coge coge 1 482 Fc1_1122.png interleaved diff_cat NA 
59 BI active 1 training 36 1 coge coge 1 1018 Fc1_1111.png interleaved same_cat NA 
59 BI active 1 training 37 1 vune vune 1 576 Fc1_1212.png interleaved diff_cat NA 
59 BI active 1 training 38 1 coge coge 1 686 Fc1_1112.png interleaved diff_cat NA 
59 BI active 1 training 39 1 vune vune 1 582 Fc1_1221.png interleaved diff_cat NA 
59 BI active 1 training 40 1 tyfe tyfe 1 492 Fc1_1322.png interleaved diff_cat NA 
59 BI active 1 training 41 1 vune vune 1 890 Fc1_1211.png interleaved diff_cat NA 
59 BI active 1 training 42 1 coge coge 1 664 Fc1_1111.png interleaved diff_cat NA 
59 BI active 1 training 43 1 tyfe tyfe 1 494 Fc1_1313.png interleaved diff_cat NA 
59 BI active 1 training 44 1 coge coge 1 511 Fc1_1112.png interleaved diff_cat NA 
59 BI active 1 training 45 1 vune vune 1 856 Fc1_1222.png interleaved diff_cat NA 
59 BI active 1 training 46 1 tyfe tyfe 1 676 Fc1_1311.png interleaved diff_cat NA 
59 BI active 1 training 47 1 tyfe tyfe 1 481 Fc1_1313.png interleaved same_cat NA 
59 BI active 1 training 48 2 vune vune 1 859 Fc1_1213.png interleaved NA NA 
59 BI active 1 training 49 2 vune vune 1 604 Fc1_1213.png interleaved same_cat NA 
59 BI active 1 training 50 2 vune vune 1 848 Fc1_1212.png interleaved same_cat NA 
59 BI active 1 training 51 2 tyfe tyfe 1 800 Fc1_1312.png interleaved diff_cat NA 
59 BI active 1 training 52 2 coge coge 1 1405 Fc1_1113.png interleaved diff_cat NA 
59 BI active 1 training 53 2 vune vune 1 1066 Fc1_1212.png interleaved diff_cat NA 
59 BI active 1 training 54 2 tyfe tyfe 1 706 Fc1_1312.png interleaved diff_cat NA 
59 BI active 1 training 55 2 vune vune 1 483 Fc1_1222.png interleaved diff_cat NA 
59 BI active 1 training 56 2 coge coge 1 430 Fc1_1122.png interleaved diff_cat NA 
59 BI active 1 training 57 2 tyfe tyfe 1 594 Fc1_1322.png interleaved diff_cat NA 
59 BI active 1 training 58 2 tyfe tyfe 1 513 Fc1_1313.png interleaved same_cat NA 
59 BI active 1 training 59 2 coge coge 1 961 Fc1_1122.png interleaved diff_cat NA 
59 BI active 1 training 60 2 coge coge 1 677 Fc1_1111.png interleaved same_cat NA 
59 BI active 1 training 61 2 vune vune 1 581 Fc1_1212.png interleaved diff_cat NA 
59 BI active 1 training 62 2 coge coge 1 645 Fc1_1112.png interleaved diff_cat NA 
59 BI active 1 training 63 2 vune vune 1 430 Fc1_1221.png interleaved diff_cat NA 
59 BI active 1 training 64 2 tyfe tyfe 1 616 Fc1_1322.png interleaved diff_cat NA 
59 BI active 1 training 65 2 vune vune 1 704 Fc1_1211.png interleaved diff_cat NA 
59 BI active 1 training 66 2 coge coge 1 828 Fc1_1111.png interleaved diff_cat NA 
59 BI active 1 training 67 2 tyfe tyfe 1 931 Fc1_1313.png interleaved diff_cat NA 
59 BI active 1 training 68 2 coge coge 1 564 Fc1_1112.png interleaved diff_cat NA 
59 BI active 1 training 69 2 vune vune 1 471 Fc1_1222.png interleaved diff_cat NA 
59 BI active 1 training 70 2 tyfe tyfe 1 991 Fc1_1311.png interleaved diff_cat NA 
59 BI active 1 training 71 2 tyfe tyfe 1 850 Fc1_1313.png interleaved same_cat NA 
59 BI active 1 training 72 3 vune vune 1 890 Fc1_1213.png interleaved NA NA 
59 BI active 1 training 73 3 vune vune 1 479 Fc1_1213.png interleaved same_cat NA 
59 BI active 1 training 74 3 vune vune 1 800 Fc1_1212.png interleaved same_cat NA 
59 BI active 1 training 75 3 tyfe tyfe 1 583 Fc1_1312.png interleaved diff_cat NA 
59 BI active 1 training 76 3 tyfe coge 0 1225 Fc1_1113.png interleaved diff_cat NA 
59 BI active 1 training 77 3 vune vune 1 528 Fc1_1212.png interleaved diff_cat NA 
59 BI active 1 training 78 3 tyfe tyfe 1 861 Fc1_1312.png interleaved diff_cat NA 
59 BI active 1 training 79 3 vune vune 1 758 Fc1_1222.png interleaved diff_cat NA 
59 BI active 1 training 80 3 coge coge 1 530 Fc1_1122.png interleaved diff_cat NA 
59 BI active 1 training 81 3 tyfe tyfe 1 840 Fc1_1322.png interleaved diff_cat NA 
59 BI active 1 training 82 3 tyfe tyfe 1 613 Fc1_1313.png interleaved same_cat NA 
59 BI active 1 training 83 3 coge coge 1 756 Fc1_1122.png interleaved diff_cat NA 
59 BI active 1 training 84 3 coge coge 1 900 Fc1_1111.png interleaved same_cat NA 
59 BI active 1 training 85 3 vune vune 1 697 Fc1_1212.png interleaved diff_cat NA 
59 BI active 1 training 86 3 vune coge 0 1561 Fc1_1112.png interleaved diff_cat NA 
59 BI active 1 training 87 3 vune vune 1 564 Fc1_1221.png interleaved diff_cat NA 
59 BI active 1 training 88 3 tyfe tyfe 1 817 Fc1_1322.png interleaved diff_cat NA 
59 BI active 1 training 89 3 vune vune 1 818 Fc1_1211.png interleaved diff_cat NA 
59 BI active 1 training 90 3 coge coge 1 655 Fc1_1111.png interleaved diff_cat NA 
59 BI active 1 training 91 3 tyfe tyfe 1 861 Fc1_1313.png interleaved diff_cat NA 
59 BI active 1 training 92 3 coge coge 1 697 Fc1_1112.png interleaved diff_cat NA 
59 BI active 1 training 93 3 vune vune 1 640 Fc1_1222.png interleaved diff_cat NA 
59 BI active 1 training 94 3 tyfe tyfe 1 675 Fc1_1311.png interleaved diff_cat NA 
59 BI active 1 training 95 3 tyfe tyfe 1 532 Fc1_1313.png interleaved same_cat NA 
59 BI active 1 test 0 0 tyfe tyfe 1 1015 Fc1_2313.png interleaved NA novel 
59 BI active 1 test 1 0 vune vune 1 1191 Fc1_2211.png interleaved diff_cat novel 
59 BI active 1 test 2 0 tyfe tyfe 1 725 Fc1_1323.png interleaved diff_cat novel 
59 BI active 1 test 3 0 coge vune 0 513 Fc1_1211.png interleaved diff_cat studied 
59 BI active 1 test 4 0 tyfe tyfe 1 849 Fc1_1311.png interleaved diff_cat studied 
59 BI active 1 test 5 0 tyfe tyfe 1 1291 Fc1_2311.png interleaved same_cat novel 
59 BI active 1 test 6 0 vune vune 1 522 Fc1_2221.png interleaved diff_cat novel 
59 BI active 1 test 7 0 coge coge 1 585 Fc1_1123.png interleaved diff_cat novel 
59 BI active 1 test 8 0 vune vune 1 1096 Fc1_2222.png interleaved diff_cat novel 
59 BI active 1 test 9 0 tyfe tyfe 1 995 Fc1_2322.png interleaved diff_cat novel 
59 BI active 1 test 10 0 vune vune 1 1320 Fc1_1213.png interleaved diff_cat studied 
59 BI active 1 test 11 0 tyfe tyfe 1 614 Fc1_1313.png interleaved diff_cat studied 
59 BI active 1 test 12 0 tyfe tyfe 1 859 Fc1_1322.png interleaved same_cat studied 
59 BI active 1 test 13 0 vune vune 1 696 Fc1_2223.png interleaved diff_cat novel 
59 BI active 1 test 14 0 coge coge 1 870 Fc1_1112.png interleaved diff_cat studied 
59 BI active 1 test 15 0 coge coge 1 1440 Fc1_1111.png interleaved same_cat studied 
59 BI active 1 test 16 0 coge coge 1 810 Fc1_2123.png interleaved same_cat novel 
59 BI active 1 test 17 0 tyfe tyfe 1 1013 Fc1_2323.png interleaved diff_cat novel 
59 BI active 1 test 18 0 vune vune 1 1001 Fc1_2213.png interleaved diff_cat novel 
59 BI active 1 test 19 0 coge coge 1 779 Fc1_2111.png interleaved diff_cat novel 
59 BI active 1 test 20 0 coge coge 1 889 Fc1_2113.png interleaved same_cat novel 
59 BI active 1 test 21 0 coge coge 1 419 Fc1_1113.png interleaved same_cat studied 
59 BI active 1 test 22 0 tyfe tyfe 1 656 Fc1_2312.png interleaved diff_cat novel 
59 BI active 1 test 23 0 coge coge 1 460 Fc1_1121.png interleaved diff_cat studied 
59 BI active 1 test 24 0 vune vune 1 941 Fc1_1223.png interleaved diff_cat novel 
59 BI active 1 test 25 0 tyfe tyfe 1 984 Fc1_1312.png interleaved diff_cat studied 
59 BI active 1 test 26 0 vune vune 1 1002 Fc1_2212.png interleaved diff_cat novel 
59 BI active 1 test 27 0 coge coge 1 564 Fc1_2112.png interleaved diff_cat novel 
59 BI active 1 test 28 0 tyfe tyfe 1 664 Fc1_1321.png interleaved diff_cat studied 
59 BI active 1 test 29 0 coge coge 1 964 Fc1_2122.png interleaved diff_cat novel 
59 BI active 1 test 30 0 coge coge 1 389 Fc1_2121.png interleaved same_cat novel 
59 BI active 1 test 31 0 vune vune 1 893 Fc1_1222.png interleaved diff_cat studied 
59 BI active 1 test 32 0 tyfe tyfe 1 635 Fc1_2321.png interleaved diff_cat novel 
59 BI active 1 test 33 0 vune vune 1 564 Fc1_1212.png interleaved diff_cat studied 
59 BI active 1 test 34 0 coge coge 1 491 Fc1_1122.png interleaved diff_cat studied 
59 BI active 1 test 35 0 vune vune 1 542 Fc1_1221.png interleaved diff_cat studied 
6 BI passive 1 training 0 0 tyfe tyfe 1 3976 Fb1_1222.png blocked NA NA 
6 BI passive 1 training 1 0 tyfe tyfe 1 1578 Fb1_1221.png blocked same_cat NA 
6 BI passive 1 training 2 0 tyfe tyfe 1 1364 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 3 0 tyfe tyfe 1 1748 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 4 0 tyfe tyfe 1 1218 Fb1_1213.png blocked same_cat NA 
6 BI passive 1 training 5 0 tyfe tyfe 1 1253 Fb1_1221.png blocked same_cat NA 
6 BI passive 1 training 6 0 tyfe tyfe 1 2180 Fb1_1211.png blocked same_cat NA 
6 BI passive 1 training 7 0 tyfe tyfe 1 1626 Fb1_1211.png blocked same_cat NA 
6 BI passive 1 training 8 0 tyfe tyfe 1 1476 Fb1_1221.png blocked same_cat NA 
6 BI passive 1 training 9 0 beme beme 1 1308 Fb1_1312.png blocked diff_cat NA 
6 BI passive 1 training 10 0 beme beme 1 1386 Fb1_1322.png blocked same_cat NA 
6 BI passive 1 training 11 0 vune vune 1 1234 Fb1_1111.png blocked diff_cat NA 
6 BI passive 1 training 12 0 vune vune 1 1273 Fb1_1122.png blocked same_cat NA 
6 BI passive 1 training 13 0 beme beme 1 1312 Fb1_1312.png blocked diff_cat NA 
6 BI passive 1 training 14 0 beme beme 1 1196 Fb1_1322.png blocked same_cat NA 
6 BI passive 1 training 15 0 beme beme 1 1154 Fb1_1311.png blocked same_cat NA 
6 BI passive 1 training 16 0 beme beme 1 1241 Fb1_1311.png blocked same_cat NA 
6 BI passive 1 training 17 0 vune vune 1 1152 Fb1_1112.png blocked diff_cat NA 
6 BI passive 1 training 18 0 vune vune 1 967 Fb1_1113.png blocked same_cat NA 
6 BI passive 1 training 19 0 vune vune 1 1077 Fb1_1111.png blocked same_cat NA 
6 BI passive 1 training 20 0 tyfe tyfe 1 1139 Fb1_1222.png blocked diff_cat NA 
6 BI passive 1 training 21 0 tyfe tyfe 1 1008 Fb1_1222.png blocked same_cat NA 
6 BI passive 1 training 22 0 tyfe tyfe 1 955 Fb1_1211.png blocked same_cat NA 
6 BI passive 1 training 23 0 tyfe tyfe 1 1296 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 24 1 tyfe tyfe 1 1356 Fb1_1222.png blocked NA NA 
6 BI passive 1 training 25 1 tyfe tyfe 1 987 Fb1_1221.png blocked same_cat NA 
6 BI passive 1 training 26 1 tyfe tyfe 1 1070 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 27 1 tyfe tyfe 1 1253 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 28 1 tyfe tyfe 1 1303 Fb1_1213.png blocked same_cat NA 
6 BI passive 1 training 29 1 tyfe tyfe 1 1095 Fb1_1221.png blocked same_cat NA 
6 BI passive 1 training 30 1 tyfe tyfe 1 844 Fb1_1211.png blocked same_cat NA 
6 BI passive 1 training 31 1 tyfe tyfe 1 1291 Fb1_1211.png blocked same_cat NA 
6 BI passive 1 training 32 1 tyfe tyfe 1 1342 Fb1_1221.png blocked same_cat NA 
6 BI passive 1 training 33 1 beme beme 1 1916 Fb1_1312.png blocked diff_cat NA 
6 BI passive 1 training 34 1 beme beme 1 835 Fb1_1322.png blocked same_cat NA 
6 BI passive 1 training 35 1 vune vune 1 1201 Fb1_1111.png blocked diff_cat NA 
6 BI passive 1 training 36 1 vune vune 1 1164 Fb1_1122.png blocked same_cat NA 
6 BI passive 1 training 37 1 beme beme 1 835 Fb1_1312.png blocked diff_cat NA 
6 BI passive 1 training 38 1 beme beme 1 1178 Fb1_1322.png blocked same_cat NA 
6 BI passive 1 training 39 1 beme beme 1 1513 Fb1_1311.png blocked same_cat NA 
6 BI passive 1 training 40 1 beme beme 1 783 Fb1_1311.png blocked same_cat NA 
6 BI passive 1 training 41 1 vune vune 1 813 Fb1_1112.png blocked diff_cat NA 
6 BI passive 1 training 42 1 vune vune 1 801 Fb1_1113.png blocked same_cat NA 
6 BI passive 1 training 43 1 vune vune 1 812 Fb1_1111.png blocked same_cat NA 
6 BI passive 1 training 44 1 tyfe tyfe 1 956 Fb1_1222.png blocked diff_cat NA 
6 BI passive 1 training 45 1 tyfe tyfe 1 966 Fb1_1222.png blocked same_cat NA 
6 BI passive 1 training 46 1 tyfe tyfe 1 1273 Fb1_1211.png blocked same_cat NA 
6 BI passive 1 training 47 1 tyfe tyfe 1 955 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 48 2 tyfe tyfe 1 1181 Fb1_1222.png blocked NA NA 
6 BI passive 1 training 49 2 tyfe tyfe 1 936 Fb1_1221.png blocked same_cat NA 
6 BI passive 1 training 50 2 tyfe tyfe 1 802 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 51 2 tyfe tyfe 1 764 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 52 2 tyfe tyfe 1 1387 Fb1_1213.png blocked same_cat NA 
6 BI passive 1 training 53 2 tyfe tyfe 1 897 Fb1_1221.png blocked same_cat NA 
6 BI passive 1 training 54 2 tyfe tyfe 1 1107 Fb1_1211.png blocked same_cat NA 
6 BI passive 1 training 55 2 tyfe tyfe 1 1015 Fb1_1211.png blocked same_cat NA 
6 BI passive 1 training 56 2 tyfe tyfe 1 1059 Fb1_1221.png blocked same_cat NA 
6 BI passive 1 training 57 2 beme beme 1 1158 Fb1_1312.png blocked diff_cat NA 
6 BI passive 1 training 58 2 beme beme 1 1078 Fb1_1322.png blocked same_cat NA 
6 BI passive 1 training 59 2 vune vune 1 1256 Fb1_1111.png blocked diff_cat NA 
6 BI passive 1 training 60 2 vune vune 1 1059 Fb1_1122.png blocked same_cat NA 
6 BI passive 1 training 61 2 beme beme 1 874 Fb1_1312.png blocked diff_cat NA 
6 BI passive 1 training 62 2 beme beme 1 1018 Fb1_1322.png blocked same_cat NA 
6 BI passive 1 training 63 2 beme beme 1 1247 Fb1_1311.png blocked same_cat NA 
6 BI passive 1 training 64 2 beme beme 1 1100 Fb1_1311.png blocked same_cat NA 
6 BI passive 1 training 65 2 vune vune 1 1058 Fb1_1112.png blocked diff_cat NA 
6 BI passive 1 training 66 2 vune vune 1 1325 Fb1_1113.png blocked same_cat NA 
6 BI passive 1 training 67 2 vune vune 1 1007 Fb1_1111.png blocked same_cat NA 
6 BI passive 1 training 68 2 tyfe tyfe 1 1041 Fb1_1222.png blocked diff_cat NA 
6 BI passive 1 training 69 2 tyfe tyfe 1 1100 Fb1_1222.png blocked same_cat NA 
6 BI passive 1 training 70 2 tyfe tyfe 1 1218 Fb1_1211.png blocked same_cat NA 
6 BI passive 1 training 71 2 tyfe tyfe 1 1114 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 72 3 tyfe tyfe 1 935 Fb1_1222.png blocked NA NA 
6 BI passive 1 training 73 3 tyfe tyfe 1 1078 Fb1_1221.png blocked same_cat NA 
6 BI passive 1 training 74 3 tyfe tyfe 1 803 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 75 3 tyfe tyfe 1 966 Fb1_1212.png blocked same_cat NA 
6 BI passive 1 training 76 3 tyfe tyfe 1 1997 Fb1_1213.png blocked same_cat NA 
6 BI passive 1 training 77 3 tyfe tyfe 1 946 Fb1_1221.png blocked same_cat NA 
