StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,Q26_1,Q27_1,Q28_1,Q29_1,Q30_1,Q31_1,Q32_1,Q33_1,Q34_1,Q35_1,Q36_1,Q37_1,Q38_1,Q39_1,Q40_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1
11/27/22 17:49,11/27/22 17:56,IP Address,125.63.25.116,100,428,TRUE,11/27/22 17:56,R_279gjnMXqYCD2LW,,,,,-31.9474,115.8648,anonymous,EN,1,1,4,4,6,9,10,10,9,6,5,4,10,2,8,2,8,6,3,7,5,4,9,6,7,7,7,8,9,10,2,6,8,3,4,6,7,5,6,2,5
11/27/22 17:51,11/27/22 17:58,IP Address,194.182.23.10,100,389,TRUE,11/27/22 17:58,R_2Ph6dWLRq8uzUEK,,,,,55.7123,12.0564,anonymous,EN,1,5,3,7,4,3,7,6,9,7,6,6,6,1,5,7,9,8,8,8,4,0,5,8,7,8,9,2,9,5,2,5,7,8,4,7,6,8,3,4,1
11/27/22 17:47,11/27/22 17:59,IP Address,89.247.171.251,100,675,TRUE,11/27/22 17:59,R_3k4YT1b0RgpWt4X,,,,,52.5196,13.4069,anonymous,EN,0.899999976,1,2,6,2,6,7,6,7,3,6,3,4,2,0,1,3,2,8,4,1,1,5,4,2,1,1,1,0,3,4,0,2,2,1,1,0,3,2,1,0
11/27/22 17:58,11/27/22 18:03,IP Address,109.253.170.134,100,267,TRUE,11/27/22 18:03,R_3GxkrsYgBFgBXLe,,,,,32.0803,34.7805,anonymous,EN,0.899999976,1,0,2,3,7,5,6,4,3,4,2,8,9,2,2,7,7,0,5,1,5,0,5,5,3,3,1,1,10,8,2,3,2,2,2,3,5,5,3,1
11/27/22 17:59,11/27/22 18:05,IP Address,62.240.134.29,100,357,TRUE,11/27/22 18:05,R_1OGBFTJVsvA59bg,,,,,48.1535,16.3855,anonymous,EN,0.800000012,2,2,2,1,6,4,4,2,6,7,9,4,10,6,6,3,6,8,9,5,6,8,9,7,9,9,9,6,9,9,9,5,3,6,5,4,6,3,1,1
11/27/22 18:01,11/27/22 18:07,IP Address,173.28.28.71,100,333,TRUE,11/27/22 18:07,R_1KpyatPSNUzYUZm,,,,,42.4709,-92.3347,anonymous,EN,0.899999976,2,1,3,1,1,3,6,2,2,0,0,0,0,2,3,4,0,0,3,3,0,4,3,2,1,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0
11/27/22 18:06,11/27/22 18:11,IP Address,149.159.0.217,100,301,TRUE,11/27/22 18:11,R_1OSGQ0k8DnG2XAf,,,,,39.1707,-86.519,anonymous,EN,0.899999976,5,0,8,2,7,5,8,10,0,4,5,5,6,0,0,10,0,10,9,0,0,0,10,9,8,9,6,6,7,7,5,10,10,8,10,10,10,7,6,0
11/27/22 18:08,11/27/22 18:13,IP Address,90.219.238.196,100,292,TRUE,11/27/22 18:13,R_vSk3Y76qKIhVp7z,,,,,51.4542,-1.9806,anonymous,EN,1,6,5,10,7,9,8,9,10,7,10,10,8,9,8,8,10,10,5,10,9,9,10,10,10,10,10,10,10,8,7,8,10,10,9,9,8,10,10,8,8
11/27/22 18:10,11/27/22 18:15,IP Address,24.98.182.151,100,267,TRUE,11/27/22 18:15,R_21sm54fCfdtjIrt,,,,,33.9388,-84.2754,anonymous,EN,1,6,3,5,3,7,9,4,7,7,7,9,5,4,7,4,8,8,6,7,6,8,6,8,7,5,8,6,3,6,2,2,5,5,7,7,2,4,5,3,4
11/27/22 18:08,11/27/22 18:16,IP Address,66.169.34.132,100,451,TRUE,11/27/22 18:16,R_3NCzKf4Xp4MgI2m,,,,,34.6923,-82.2919,anonymous,EN,1,6,4,7,7,6,4,7,8,4,9,7,6,4,6,3,7,5,1,10,7,5,2,4,4,5,8,6,5,3,5,3,6,6,5,4,4,6,3,3,5
11/27/22 18:13,11/27/22 18:19,IP Address,100.8.235.29,100,320,TRUE,11/27/22 18:19,R_3qsWyZmMSpInbiX,,,,,40.8492,-73.9735,anonymous,EN,1,4,4,4,4,6,8,7,8,8,9,9,9,9,8,8,10,10,4,6,4,2,3,7,9,7,7,5,8,7,4,7,9,9,6,8,6,6,4,3,4
11/27/22 18:14,11/27/22 18:21,IP Address,65.35.93.189,100,426,TRUE,11/27/22 18:21,R_12EH13YJMZuWEda,,,,,27.9786,-82.7015,anonymous,EN,0.899999976,8,1,4,6,8,7,4,2,7,5,8,5,7,5,7,6,3,0,8,6,5,6,5,2,4,8,5,3,10,9,4,3,7,5,5,8,6,6,3,2
11/27/22 18:17,11/27/22 18:22,IP Address,24.64.113.231,100,297,TRUE,11/27/22 18:22,R_TtRdYObeBwL13ON,,,,,50.9804,-114.1015,anonymous,EN,1,6,8,7,5,10,10,9,6,7,8,2,5,2,6,2,8,1,0,9,7,5,7,4,3,4,5,7,4,10,7,4,4,2,6,7,3,9,8,0,3
11/27/22 18:18,11/27/22 18:23,IP Address,100.14.155.45,100,313,TRUE,11/27/22 18:23,R_2RPxKzVSq3srt9T,,,,,40.1215,-75.3269,anonymous,EN,1,9,1,7,6,8,10,8,9,9,7,8,8,8,5,6,10,9,0,9,8,8,9,10,8,8,9,7,7,10,7,7,6,7,5,7,8,6,8,3,5
11/27/22 17:41,11/27/22 18:33,IP Address,49.184.233.205,100,3121,TRUE,11/27/22 18:33,R_24iqC3g7vbryQgA,,,,,-37.8159,144.9669,anonymous,EN,1,1,1,2,3,5,3,5,9,5,6,7,6,2,3,7,6,9,1,7,1,1,1,10,8,10,7,6,7,6,1,1,8,6,4,5,2,7,10,4,5
11/27/22 18:31,11/27/22 18:36,IP Address,104.28.40.20,100,336,TRUE,11/27/22 18:36,R_1I408G9p2ibctYL,,,,,48.8323,2.4075,anonymous,EN,1,4,3,6,5,8,6,5,6,6,4,6,7,2,8,6,7,5,9,8,5,6,6,8,6,4,9,7,7,5,5,4,8,7,2,7,4,7,7,7,6
11/27/22 18:22,11/27/22 18:37,IP Address,24.20.153.88,100,899,TRUE,11/27/22 18:37,R_1NgJB09eOx5TjRW,,,,,45.5221,-122.8585,anonymous,EN,1,6,2,8,7,4,8,10,6,1,8,10,6,8,7,4,8,7,3,8,1,7,8,10,7,10,9,5,9,7,9,4,7,8,5,6,10,8,6,5,8
11/27/22 18:21,11/27/22 18:37,IP Address,47.55.39.27,100,930,TRUE,11/27/22 18:37,R_1j8GLXSa9XR2OoV,,,,,45.8122,-66.6784,anonymous,EN,1,1,1,2,5,5,4,5,5,3,4,6,8,9,6,6,8,8,7,7,5,4,8,5,7,8,4,8,2,7,8,5,4,1,2,3,1,2,1,2,2
11/27/22 18:36,11/27/22 18:40,IP Address,24.255.73.48,100,274,TRUE,11/27/22 18:40,R_1JIrG4jMCGGtbJ8,,,,,37.3053,-79.9252,anonymous,EN,1,7,4,7,4,5,9,10,10,8,5,10,10,5,5,10,10,10,4,10,5,7,10,10,10,9,10,8,10,9,10,9,9,8,6,7,5,7,6,2,10
11/27/22 18:33,11/27/22 18:44,IP Address,92.6.49.90,100,667,TRUE,11/27/22 18:44,R_2qr5BXGFU8uFjZG,,,,,50.8032,-0.6533,anonymous,EN,1,4,3,4,6,5,5,5,7,8,6,5,7,8,7,6,7,5,4,6,5,5,5,5,5,6,6,5,6,5,6,7,7,6,5,6,6,5,4,6,7
11/27/22 18:42,11/27/22 18:46,IP Address,174.112.169.178,100,215,TRUE,11/27/22 18:46,R_1MNkx1mhTIV4Vnh,,,,,45.2722,-75.7522,anonymous,EN,0.899999976,2,1,5,5,7,8,8,9,9,8,10,10,10,6,9,10,8,9,9,9,10,10,6,9,9,10,4,10,8,2,7,9,7,7,5,9,5,4,1,5
11/27/22 18:45,11/27/22 18:51,IP Address,99.247.21.1,100,378,TRUE,11/27/22 18:52,R_12rmz15ijSkW4y4,,,,,43.5639,-79.7172,anonymous,EN,0.899999976,2,1,4,3,9,8,4,7,8,7,7,8,2,6,4,8,9,6,5,7,3,10,10,8,9,7,4,9,9,8,2,4,5,5,6,8,9,10,1,7
11/27/22 18:48,11/27/22 18:53,IP Address,71.143.217.7,100,303,TRUE,11/27/22 18:53,R_3JEkVhCmeQnPiEp,,,,,38.3078,-85.7359,anonymous,EN,1,2,2,7,7,7,9,10,10,9,10,10,5,0,3,10,10,10,1,10,10,0,9,10,4,5,10,10,2,4,10,4,10,10,2,2,2,5,2,1,2
11/27/22 18:49,11/27/22 18:55,IP Address,24.115.202.192,100,376,TRUE,11/27/22 18:55,R_2ATo7fpnkMCKKE9,,,,,40.7079,-75.1507,anonymous,EN,1,2,0,2,3,4,6,5,4,6,6,5,3,3,2,3,5,6,1,7,4,3,7,8,4,2,8,6,3,4,5,3,4,4,3,6,3,3,2,1,1
11/27/22 18:45,11/27/22 18:57,IP Address,24.254.8.83,100,695,TRUE,11/27/22 18:57,R_3h4MtWRZRaFwmgt,,,,,37.2555,-80.0531,anonymous,EN,1,0,4,9,9,10,5,10,9,4,4,5,9,6,4,8,10,4,8,10,3,5,8,6,10,8,10,5,6,3,9,7,9,9,3,7,9,8,3,1,7
11/27/22 18:50,11/27/22 18:57,IP Address,68.40.17.215,100,405,TRUE,11/27/22 18:57,R_1lfVzC1YM6WJO18,,,,,42.2316,-83.2659,anonymous,EN,1,4,1,3,3,6,5,7,8,9,9,9,9,6,8,9,8,7,0,6,7,9,8,6,8,7,8,6,9,10,6,3,4,4,6,5,3,7,6,6,4
11/27/22 18:52,11/27/22 19:00,IP Address,47.201.81.38,100,505,TRUE,11/27/22 19:00,R_3jd09eb6SgrA8er,,,,,28.0763,-82.4852,anonymous,EN,1,1,1,4,4,2,7,8,9,6,4,8,10,4,5,9,9,4,8,5,5,5,5,6,5,5,6,6,8,3,5,6,7,2,1,2,3,6,4,6,1
11/27/22 18:57,11/27/22 19:02,IP Address,73.241.52.120,100,291,TRUE,11/27/22 19:02,R_2ZKp6kcvcjWVoU9,,,,,37.5136,-122.2916,anonymous,EN,0.899999976,1,2,5,5,7,7,6,8,5,6,10,8,7,9,9,8,6,7,8,5,5,9,10,5,8,10,8,7,8,9,8,8,7,5,5,7,7,4,4,6
11/27/22 19:00,11/27/22 19:06,IP Address,23.233.245.186,100,353,TRUE,11/27/22 19:06,R_21aBwj3sMoF4kPO,,,,,45.5419,-73.6312,anonymous,EN,1,2,1,4,3,7,7,6,5,6,8,9,9,4,4,5,6,6,5,5,5,7,7,5,6,5,8,8,8,8,4,5,4,6,8,5,5,7,8,4,6
11/27/22 19:01,11/27/22 19:07,IP Address,81.98.16.39,100,407,TRUE,11/27/22 19:07,R_2f0yHs6IYJOKZit,,,,,51.4212,-0.2855,anonymous,EN,1,1,1,1,1,3,0,1,4,3,3,2,2,0,6,2,6,3,0,2,5,2,2,3,2,4,1,1,7,0,0,0,1,2,0,1,0,1,0,0,4
11/27/22 19:04,11/27/22 19:11,IP Address,37.47.166.137,100,403,TRUE,11/27/22 19:11,R_1djmhSuyJwB78Ej,,,,,52.4052,16.9339,anonymous,EN,0.800000012,2,3,6,7,8,4,5,4,8,4,5,7,9,5,6,9,5,10,8,5,6,8,9,6,7,4,2,3,4,5,4,6,3,7,4,7,7,10,8,4
11/27/22 19:14,11/27/22 19:21,IP Address,73.191.30.174,100,421,TRUE,11/27/22 19:21,R_5jUQLQR6B3yQWpH,,,,,38.3792,-75.6307,anonymous,EN,1,3,1,3,2,6,10,7,7,6,8,4,5,6,3,3,7,5,7,8,5,7,7,5,5,7,7,7,7,9,5,6,5,6,8,4,6,8,5,3,3
11/27/22 19:19,11/27/22 19:25,IP Address,172.248.122.187,100,367,TRUE,11/27/22 19:25,R_tQZ671dRfwPxT57,,,,,34.0282,-117.0372,anonymous,EN,0.899999976,5,5,8,7,8,8,7,7,8,6,6,8,5,7,8,8,7,4,8,5,6,7,8,9,7,8,7,9,6,6,6,5,6,7,7,4,8,6,3,7
11/27/22 19:14,11/27/22 19:25,IP Address,75.86.129.98,100,659,TRUE,11/27/22 19:25,R_3lRLGkSy0zcfcVb,,,,,43.0538,-88.3976,anonymous,EN,1,0,1,5,7,5,7,8,9,7,4,8,6,8,2,3,8,6,1,7,9,9,1,6,8,4,9,3,8,7,6,2,5,6,3,7,8,3,1,1,1
11/27/22 19:27,11/27/22 19:31,IP Address,76.210.32.159,100,258,TRUE,11/27/22 19:31,R_3qPyDmqDQlLJcCt,,,,,35.6355,-82.5645,anonymous,EN,1,3,3,7,3,9,9,9,6,4,10,1,9,4,9,9,10,3,1,7,8,10,10,7,7,9,5,10,2,2,9,7,7,2,8,4,2,8,8,6,9
11/27/22 19:27,11/27/22 19:39,IP Address,98.237.54.242,100,677,TRUE,11/27/22 19:39,R_27yf1WFM09uCqll,,,,,40.0008,-76.7697,anonymous,EN,0.899999976,4,2,4,2,2,2,5,6,5,3,8,9,7,8,7,10,10,6,10,5,7,10,6,6,7,6,5,10,10,6,2,6,0,1,4,1,5,0,0,0
11/27/22 19:35,11/27/22 19:41,IP Address,111.220.37.41,100,353,TRUE,11/27/22 19:41,R_123XFWrcbr3juSi,,,,,-35.2896,149.1553,anonymous,EN,1,1,3,4,2,5,7,4,5,4,6,7,1,6,0,4,5,5,2,8,3,5,3,4,9,7,1,1,9,6,5,5,5,4,1,1,3,2,1,0,6
11/27/22 19:42,11/27/22 19:47,IP Address,92.12.172.20,100,279,TRUE,11/27/22 19:47,R_qF7GR3M1OwCugbD,,,,,54.879,-1.419,anonymous,EN,1,2,0,5,1,5,1,7,6,2,8,2,5,0,2,4,6,5,1,5,5,2,4,5,2,1,3,8,7,2,0,0,1,5,5,2,4,5,2,0,0
11/27/22 19:37,11/27/22 19:47,IP Address,66.219.203.205,100,621,TRUE,11/27/22 19:47,R_2v7XptiN6iIj4Lz,,,,,40.2783,-111.7198,anonymous,EN,1,0,1,4,5,4,6,5,7,4,5,7,4,3,6,5,8,6,9,10,6,6,8,10,9,8,10,5,7,2,7,1,5,5,4,3,2,7,4,5,4
11/27/22 19:43,11/27/22 19:48,IP Address,98.36.43.45,100,321,TRUE,11/27/22 19:48,R_1eDL1DKCnnhSXMt,,,,,38.4819,-121.4024,anonymous,EN,1,4,2,7,8,8,10,5,8,9,9,8,10,8,5,4,10,9,3,10,5,9,10,4,2,5,8,9,5,5,3,2,6,7,5,5,6,8,10,1,1
11/27/22 19:57,11/27/22 20:01,IP Address,99.47.35.235,100,219,TRUE,11/27/22 20:01,R_x91Fco2qsA88yWJ,,,,,32.8754,-96.7103,anonymous,EN,1,2,1,4,6,6,10,5,10,6,5,7,4,2,4,1,10,8,10,7,3,3,5,7,9,8,5,7,8,5,3,3,8,6,5,4,2,6,5,2,3
11/27/22 20:04,11/27/22 20:08,IP Address,98.60.221.137,100,245,TRUE,11/27/22 20:08,R_3nT3F7pJdQXKbxu,,,,,35.1131,-106.5781,anonymous,EN,1,5,1,6,6,7,9,7,10,8,10,5,9,4,6,5,10,10,7,10,4,9,10,10,8,10,10,10,10,10,8,10,9,2,8,3,4,10,9,1,6
11/27/22 19:55,11/27/22 20:09,IP Address,216.211.31.34,100,829,TRUE,11/27/22 20:09,R_SAVjxfLoKt5CKMF,,,,,48.6393,-93.4469,anonymous,EN,1,6,6,6,5,6,5,8,5,4,9,6,3,0,4,6,7,5,1,7,2,4,6,9,3,6,7,4,5,4,3,3,4,7,7,6,7,7,7,5,5
11/27/22 20:05,11/27/22 20:10,IP Address,173.242.132.34,100,302,TRUE,11/27/22 20:10,R_2uCfaVA98aJEkQw,,,,,37.8764,-86.3008,anonymous,EN,1,5,4,6,5,8,6,8,2,7,9,2,5,1,0,4,1,7,3,10,3,7,8,6,6,8,9,6,7,4,2,8,4,1,6,2,3,7,8,0,4
11/27/22 20:08,11/27/22 20:12,IP Address,96.244.226.89,100,243,TRUE,11/27/22 20:12,R_2VPwlHogVVia8YM,,,,,39.2124,-76.8776,anonymous,EN,1,0,0,4,0,2,0,7,1,3,1,6,1,3,4,1,3,6,6,3,5,0,4,5,8,7,3,1,7,0,6,0,0,1,0,0,0,3,0,2,0
11/27/22 20:07,11/27/22 20:14,IP Address,174.235.66.6,100,462,TRUE,11/27/22 20:14,R_3qgkbu0c5BsjkBl,,,,,35.2296,-80.843,anonymous,EN,1,4,2,3,4,8,5,7,6,7,6,5,7,5,8,5,6,7,4,6,8,6,7,6,10,6,5,4,5,3,5,7,6,7,5,6,6,9,7,3,8
11/27/22 20:10,11/27/22 20:18,IP Address,172.56.104.73,100,505,TRUE,11/27/22 20:18,R_2awwDMWgQtGOfia,,,,,47.3957,-122.3036,anonymous,EN,1,7,5,8,7,7,8,8,7,8,7,8,6,5,5,6,8,7,4,7,6,5,8,8,7,6,8,7,7,8,9,5,7,7,4,6,6,7,6,5,7
11/27/22 20:15,11/27/22 20:19,IP Address,64.189.16.26,100,214,TRUE,11/27/22 20:19,R_32UVxW6uSo4XuqR,,,,,35.3024,-80.7204,anonymous,EN,0.899999976,6,4,7,7,4,9,4,8,6,5,6,7,9,7,5,10,6,10,7,3,3,4,10,6,5,10,7,9,10,6,4,5,7,5,8,8,7,8,3,3
11/27/22 20:15,11/27/22 20:20,IP Address,70.30.10.60,100,282,TRUE,11/27/22 20:20,R_s5c5IZodnRrbyBb,,,,,43.8072,-79.5946,anonymous,EN,0.899999976,1,1,4,5,7,7,2,7,1,9,7,8,8,4,9,10,7,10,7,2,7,8,9,5,8,6,8,10,7,4,3,4,5,6,8,4,8,4,5,2
11/27/22 20:17,11/27/22 20:21,IP Address,108.252.232.129,100,244,TRUE,11/27/22 20:21,R_2atB8iXzjRnxayO,,,,,42.2886,-83.4641,anonymous,EN,1,4,1,5,6,6,3,7,6,7,4,4,4,2,4,7,8,7,1,7,4,3,7,6,3,3,2,2,3,3,3,4,6,6,4,5,4,5,4,5,6
11/27/22 20:16,11/27/22 20:24,IP Address,99.246.135.92,100,505,TRUE,11/27/22 20:24,R_2uJ73flJO5cgyQg,,,,,43.5873,-79.614,anonymous,EN,0.899999976,2,2,8,5,7,3,6,3,7,8,7,9,2,6,8,10,4,1,7,8,3,9,6,1,4,2,4,7,3,1,4,1,7,5,2,3,3,1,6,4
11/27/22 20:13,11/27/22 20:25,IP Address,198.72.142.111,100,699,TRUE,11/27/22 20:25,R_2PjMTO3SYS0gXkz,,,,,34.4463,-118.5356,anonymous,EN,0.899999976,5,2,3,8,10,10,6,6,10,10,4,9,7,3,4,5,7,10,10,4,2,6,3,7,6,5,2,10,9,3,2,4,3,6,1,1,6,2,1,1
11/27/22 20:19,11/27/22 20:25,IP Address,136.36.149.172,100,349,TRUE,11/27/22 20:25,R_3sACGhC8oEPKzmM,,,,,40.761,-111.8611,anonymous,EN,1,3,1,2,7,9,9,9,7,9,3,6,9,8,7,9,5,9,8,9,4,4,6,10,3,6,8,9,2,9,9,6,6,4,3,4,8,2,7,1,4
11/27/22 20:20,11/27/22 20:27,IP Address,136.49.205.155,100,472,TRUE,11/27/22 20:27,R_2PjpxtveChKtryP,,,,,30.2095,-97.7972,anonymous,EN,1,3,3,6,6,8,8,9,9,10,10,6,8,5,10,9,10,9,7,8,10,5,10,10,10,10,9,10,10,8,10,10,10,7,5,6,5,9,7,4,10
11/27/22 20:21,11/27/22 20:28,IP Address,68.234.254.27,100,409,TRUE,11/27/22 20:28,R_ena0d6iIRdoWCzv,,,,,30.4566,-84.3223,anonymous,EN,1,5,6,7,10,8,10,9,8,6,7,10,10,8,4,8,10,8,1,10,4,6,8,7,7,6,10,6,8,10,6,2,6,8,4,3,10,6,5,2,3
11/27/22 20:23,11/27/22 20:30,IP Address,24.92.47.161,100,467,TRUE,11/27/22 20:30,R_31t1j00hI4bjGjb,,,,,43.1661,-77.5555,anonymous,EN,1,1,5,2,6,8,10,8,9,8,9,10,8,3,2,9,9,10,8,10,4,9,9,7,9,9,10,9,8,10,7,7,9,9,7,9,10,10,9,5,5
11/27/22 20:21,11/27/22 20:30,IP Address,150.101.163.61,100,567,TRUE,11/27/22 20:30,R_33CLEJKCTSGiP84,,,,,-37.8003,144.9733,anonymous,EN,0.899999976,5,5,7,6,6,8,9,9,6,8,7,6,7,7,8,9,9,3,8,6,4,6,8,3,4,6,7,9,4,6,3,5,6,6,7,6,5,3,7,5
11/27/22 20:25,11/27/22 20:33,IP Address,174.91.31.83,100,470,TRUE,11/27/22 20:33,R_1BVoesunUUKPgIo,,,,,45.3973,-75.6883,anonymous,EN,1,1,1,2,1,6,7,6,5,10,8,6,8,8,4,3,7,10,1,5,4,7,6,10,4,6,8,4,9,2,7,5,3,2,7,2,8,7,1,1,6
11/27/22 20:29,11/27/22 20:33,IP Address,67.21.150.66,100,263,TRUE,11/27/22 20:33,R_UoM9rhxNHg1Rqmt,,,,,44.2569,-76.4717,anonymous,EN,1,6,3,6,7,6,6,8,8,6,7,6,3,7,7,8,9,8,9,9,1,1,7,9,9,9,9,3,8,2,9,1,8,6,8,10,6,9,6,2,9
11/27/22 20:24,11/27/22 20:34,IP Address,71.178.48.247,100,606,TRUE,11/27/22 20:34,R_3HnzzwHqWpJyHdN,,,,,39.109,-77.2489,anonymous,EN,1,1,0,2,4,6,7,6,7,7,7,6,5,1,5,4,6,6,5,6,5,7,4,7,5,6,5,7,6,7,7,4,6,6,6,6,5,5,4,5,4
11/27/22 20:31,11/27/22 20:36,IP Address,143.229.224.52,100,323,TRUE,11/27/22 20:36,R_3hmfcjk713DR03E,,,,,41.7623,-73.7439,anonymous,EN,1,2,4,3,3,7,7,7,8,3,8,8,9,6,8,6,10,9,9,9,6,7,8,9,9,9,7,8,8,9,8,5,8,8,6,7,9,7,6,2,7
11/27/22 20:24,11/27/22 20:37,IP Address,41.13.80.111,100,827,TRUE,11/27/22 20:37,R_1NdZb5GV6LQffB0,,,,,-25.7599,28.2604,anonymous,EN,0.899999976,6,1,5,1,5,6,6,8,5,10,6,6,2,5,2,8,4,0,2,1,0,6,8,1,2,0,4,10,4,0,2,3,4,7,2,3,7,9,3,7
11/27/22 20:36,11/27/22 20:40,IP Address,200.225.113.27,100,245,TRUE,11/27/22 20:40,R_2ci6UTcglgWTcEY,,,,,-27.6027,-48.5541,anonymous,EN,1,7,1,8,4,2,2,6,6,7,6,9,3,4,2,6,9,7,0,7,5,0,2,5,7,8,7,1,8,2,6,2,8,7,3,1,3,7,5,3,5
11/27/22 20:32,11/27/22 20:41,IP Address,104.4.194.207,100,509,TRUE,11/27/22 20:41,R_2eR2IIffuSM2p2a,,,,,43.0648,-88.0945,anonymous,EN,1,7,8,8,9,7,9,9,8,9,9,9,8,9,7,7,9,10,7,8,7,8,9,9,8,8,9,9,8,9,8,7,8,8,7,9,9,9,8,9,8
11/27/22 20:35,11/27/22 20:42,IP Address,24.101.215.27,100,386,TRUE,11/27/22 20:42,R_3kk2bdG1sbXWgFu,,,,,41.6323,-80.1472,anonymous,EN,1,5,0,2,0,5,3,0,2,9,10,2,2,5,0,2,9,1,5,10,5,1,8,9,1,2,1,1,10,5,0,2,2,1,6,10,0,5,5,3,3
11/27/22 20:39,11/27/22 20:43,IP Address,101.186.129.179,100,256,TRUE,11/27/22 20:43,R_3CITH6KIlYV7KcV,,,,,-37.8411,144.9799,anonymous,EN,1,7,5,7,3,8,9,8,7,9,8,9,8,6,9,7,9,9,1,9,7,8,7,8,9,9,7,5,9,5,9,5,8,7,9,8,6,9,7,6,8
11/27/22 20:40,11/27/22 20:44,IP Address,68.189.187.78,100,266,TRUE,11/27/22 20:44,R_12bcU5oc8rBzsZ4,,,,,35.5825,-82.6115,anonymous,EN,1,3,4,6,7,9,5,3,9,7,9,10,10,10,8,9,9,10,3,9,5,9,10,7,8,9,10,9,10,4,8,7,9,8,5,5,10,10,7,2,9
11/27/22 20:37,11/27/22 20:48,IP Address,84.132.60.228,100,648,TRUE,11/27/22 20:48,R_1I6RlRBPO5e4iPT,,,,,51.1228,7.9059,anonymous,EN,0.899999976,10,0,3,5,6,6,4,8,5,7,8,9,10,5,5,10,5,10,7,4,6,4,6,5,4,5,3,7,4,5,3,6,8,2,7,8,7,5,4,7
11/27/22 20:39,11/27/22 20:49,IP Address,174.203.65.144,100,566,TRUE,11/27/22 20:49,R_r6BxASTLl9qCwVz,,,,,30.6313,-90.5259,anonymous,EN,1,5,6,8,0,9,9,7,8,8,6,10,9,0,5,1,9,3,7,9,8,4,10,9,6,6,10,8,8,0,7,3,2,7,2,3,4,2,6,0,6
11/27/22 20:50,11/27/22 20:55,IP Address,98.52.40.169,100,289,TRUE,11/27/22 20:55,R_2Vgbw7TiQzXC2p5,,,,,41.9703,-87.664,anonymous,EN,0.800000012,3,3,7,2,3,4,9,7,9,5,2,6,0,6,6,10,7,10,10,10,8,9,10,8,8,10,8,9,9,8,4,8,3,4,8,7,8,7,8,7
11/27/22 20:55,11/27/22 21:02,IP Address,65.60.201.253,100,454,TRUE,11/27/22 21:02,R_1OBkItyQ2jZP09W,,,,,40.0207,-82.8115,anonymous,EN,0.899999976,4,2,5,3,3,3,6,5,4,3,7,6,5,3,7,8,7,0,8,3,5,4,7,5,5,7,7,4,4,6,2,1,5,1,7,6,5,4,3,3
11/27/22 20:57,11/27/22 21:04,IP Address,216.164.241.105,100,413,TRUE,11/27/22 21:04,R_3KqypttyKpZG1HP,,,,,40.5995,-75.3763,anonymous,EN,0.800000012,6,5,6,4,8,3,5,2,0,2,7,9,1,3,2,8,2,2,10,6,1,6,8,4,4,8,3,9,8,9,4,7,6,3,2,4,3,1,0,3
11/27/22 21:08,11/27/22 21:14,IP Address,24.111.92.206,100,345,TRUE,11/27/22 21:14,R_27m6A0s7Qn8gDDP,,,,,48.2257,-103.6511,anonymous,EN,1,4,0,7,1,6,5,2,1,4,4,8,2,4,4,1,7,3,5,4,2,6,2,8,7,4,4,5,4,1,2,4,1,1,7,5,4,8,4,1,4
11/27/22 21:12,11/27/22 21:16,IP Address,73.234.191.17,100,288,TRUE,11/27/22 21:16,R_2corrbztDzClgsf,,,,,43.2881,-70.8584,anonymous,EN,0.899999976,2,0,5,6,6,7,7,10,5,8,8,6,8,3,9,10,10,2,10,2,3,7,10,10,9,7,8,10,7,7,2,7,7,6,9,5,10,8,6,3
11/27/22 21:10,11/27/22 21:18,IP Address,191.187.215.8,100,497,TRUE,11/27/22 21:18,R_28Yv4APcseBLOzQ,,,,,-29.9228,-51.1744,anonymous,EN,1,6,4,7,5,6,6,6,7,5,5,6,7,4,4,6,6,4,5,7,5,4,6,6,5,7,5,5,7,7,4,4,6,5,5,5,5,6,3,6,6
11/27/22 20:55,11/27/22 21:20,IP Address,97.117.155.102,100,1467,TRUE,11/27/22 21:20,R_UfnfXTXg1Ag8OxX,,,,,40.5541,-111.9429,anonymous,EN,1,1,1,8,5,6,5,5,4,6,6,3,7,0,2,5,7,3,3,6,4,0,6,5,2,5,4,5,5,2,6,2,4,2,1,2,0,4,1,4,0
11/27/22 21:16,11/27/22 21:20,IP Address,67.80.188.8,100,283,TRUE,11/27/22 21:20,R_XuiV8MXrGl8Z465,,,,,40.9363,-74.6608,anonymous,EN,1,2,6,8,3,5,7,9,4,7,8,1,10,10,7,7,8,9,1,10,8,2,10,10,9,10,9,2,4,2,9,2,2,1,3,5,1,8,7,2,4
